PREVIOUS,CURRENT
un soir,en rentrant
soir en rentrant,vous
en rentrant vous,fouillez
vous fouillez,vos
fouillez vos,poches
vos poches,puis
votre sac,et vous
sac et vous,prenez
et vous prenez,conscience
prenez conscience,que
conscience que,votre
que votre,mobile
votre mobile,a
disparu Perdu,?
Perdu,Volé
Volé,?
Volé,Non
Non,vous
Non vous,refusez
vous refusez,d’y
refusez d’y,croire
d’y croire,Vous
vérifiez à nouveau,sans plus
à nouveau sans plus,de succès
sans plus de succès,essayant
vous persuader,que
persuader que,vous
que vous,l’avez
vous l’avez,oublié
l’avez oublié,au bureau
oublié au bureau,mais
non,vous
vous,vous
vous vous,souvenez
vous souvenez,de l’avoir
souvenez de l’avoir,consulté
de l’avoir consulté,dans l’ascenseur
consulté dans l’ascenseur,en quittant
dans l’ascenseur en quittant,le
en quittant le,boulot
le boulot,et sans doute
dans le métro,et dans le
métro et dans le,bus
D’abord vous,êtes
vous êtes,en colère
êtes en colère,à cause
en colère à cause,de la perte
à cause de la perte,de l’appareil
de la perte de l’appareil,luimême
de l’appareil luimême,puis
luimême puis,vous
puis vous,vous
vous vous,félicitez
d’avoir souscrit,cette
assurance vol/perte/casse,,
vol/perte/casse,tout
tout,en comptant
tout en comptant,les
en comptant les,points
fidélité qui,dès demain
qui dès demain,vous
dès demain vous,permettront
vous permettront,de vous
permettront de vous,offrir
de vous offrir,un
nouveau jouet,hightech
jouet hightech,et tactile
Pourtant à 3,heures
à 3 heures,du
heures du,matin
du matin,vous
matin vous,n’avez
vous n’avez,toujours
n’avez toujours,pas
réussi à trouver,le
à trouver le,sommeil
Vous vous,levez
vous levez,sans bruit
levez sans bruit,pour ne
sans bruit pour ne,pas
pour ne pas,réveiller
pas réveiller,l’homme
endormi à vos,côtés
Dans la cuisine,en haut
la cuisine en haut,d’un
en haut d’un,placard
d’un placard,vous
placard vous,allez
vous allez,chercher
le vieux,paquet
vieux paquet,de clopes
paquet de clopes,entamé
de clopes entamé,que
entamé que,vous
que vous,avez
vous avez,planqué
avez planqué,là
en cas de coup,dur
de coup dur,Vous
dur Vous,en grillez
Vous en grillez,une
en grillez une,et
une et,au point
et au point,où
au point où,vous
en êtes l’accompagnez,d’un
l’accompagnez d’un,verre
d’un verre,de vodka
Vous êtes,assise
êtes assise,courbée
assise courbée,sur votre
courbée sur votre,chaise
sur votre chaise,Vous
chaise Vous,avez
Vous avez,froid
car vous,avez
vous avez,laissé
avez laissé,la fenêtre
laissé la fenêtre,ouverte
la fenêtre ouverte,à cause
ouverte à cause,de l’odeur
Vous faites,l’inventaire
faites l’inventaire,de tout
l’inventaire de tout,ce
de tout ce,que
ce que,contient
que contient,votre
contient votre,téléphone
votre téléphone,:
téléphone,quelques
quelques,vidéos
quelques vidéos,une
vidéos une,cinquantaine
une cinquantaine,de photos
cinquantaine de photos,l’historique
de photos l’historique,de votre
l’historique de votre,navigation
de votre navigation,sur Internet
navigation sur Internet,votre
sur Internet votre,adresse
votre adresse,y
compris le,code
le code,de la porte
code de la porte,d’entrée
de la porte d’entrée,de l’immeuble
d’entrée de l’immeuble,celle
vos parents,des numéros
parents des numéros,de gens
des numéros de gens,qui
de gens qui,ne
qui ne,devraient
ne devraient,pas
devraient pas,forcément
pas forcément,s’y
forcément s’y,trouver
s’y trouver,des messages
qui pourraient,laisser
Ne sois,pas
sois pas,parano
pas parano,!
Vous tirez,une
tirez une,nouvelle
une nouvelle,bouffée
nouvelle bouffée,et prenez
bouffée et prenez,une
et prenez une,gorgée
une gorgée,d’alcool
En apparence,il
apparence il,n’y
il n’y,a
n’y a,rien
a rien,de vraiment
rien de vraiment,compromettant
mais vous,savez
vous savez,bien
savez bien,que
bien que,les
que les,apparences
les apparences,sont
apparences sont,trompeuses
Ce qui,vous
qui vous,inquiète
vous inquiète,c’est
inquiète c’est,que
c’est que,votre
que votre,appareil
votre appareil,ait
appareil ait,atterri
Déjà vous,regrettez
vous regrettez,certaines
regrettez certaines,photos
certaines photos,certains
photos certains,mails
certaines conversations,Le
conversations Le,passé
Le passé,la famille
passé la famille,l’argent
la famille l’argent,le
sexe En,cherchant
En cherchant,bien
cherchant bien,quelqu’un
bien quelqu’un,qui
quelqu’un qui,voudrait
qui voudrait,vous
voudrait vous,nuire
aurait de quoi,briser
de quoi briser,votre
briser votre,vie
votre vie,Vous
vie Vous,regrettez
Vous regrettez,mais
regrettez mais,les
regrets ne,servent
ne servent,plus
servent plus,à rien
Comme vous,frissonnez
vous frissonnez,vous
frissonnez vous,vous
vous vous,levez
vous levez,pour fermer
fenêtre Le,front
Le front,collé
front collé,contre la vitre
collé contre la vitre,vous
contre la vitre vous,regardez
vous regardez,les
regardez les,rares
lumières qui,brillent
qui brillent,encore
brillent encore,dans la nuit
encore dans la nuit,en vous
dans la nuit en vous,disant
en vous disant,qu’à
l’autre bout,de la ville
bout de la ville,un
de la ville un,homme
un homme,a
homme a,peutêtre
a peutêtre,les
peutêtre les,yeux
les yeux,vissés
à l’écran de votre,téléphone
de votre téléphone,explorant
téléphone explorant,avec
explorant avec,délectation
avec délectation,les
zones d’ombre,de votre
d’ombre de votre,vie
de votre vie,privée
vie privée,et fouillant
privée et fouillant,méthodiquement
et fouillant méthodiquement,dans les
méthodiquement dans les,entrailles
dans les entrailles,de l’appareil
à la recherche de vos,dirty
de vos dirty,little
dirty little,secrets
Madeline n’eut,même
n’eut même,pas
même pas,le
pas le,temps
le temps,d’être
temps d’être,déstabilisée
d’être déstabilisée,par cette
déstabilisée par cette,agression
par cette agression,Elle
agression Elle,venait
Elle venait,d’apercevoir
une table,libre
table libre,accolée
libre accolée,à la baie
accolée à la baie,vitrée
à la baie vitrée,Elle
vitrée Elle,pressa
le pas,de peur
pas de peur,de laisser
de peur de laisser,échapper
de laisser échapper,le
échapper le,précieux
emplacement Elle,n’était
Elle n’était,qu’à
n’était qu’à,trois
qu’à trois,mètres
trois mètres,de son
but lorsque,son
lorsque son,téléphone
son téléphone,vibra
téléphone vibra,dans son
vibra dans son,sac
C’est pas,le
pas le,moment
le moment,!
Elle décida,d’abord
décida d’abord,de ne
d’abord de ne,pas
de ne pas,répondre
pas répondre,puis
répondre puis,se
ravisa,c’était
c’était,sans doute
c’était sans doute,Raphaël
sans doute Raphaël,qui
Raphaël qui,la cherchait
Maladroitement elle,prit
elle prit,son
prit son,plateau
son plateau,dans une
main,Bon
Bon,sang
Bon sang,que
sang que,cette
que cette,théière
cette théière,est
théière est,lourde
est lourde,!
lourde,–
tandis qu’elle,fouillait
qu’elle fouillait,dans son
fouillait dans son,sac
extraire son,portable
son portable,noyé
portable noyé,entre son
noyé entre son,volumineux
trousseau de clés,son
de clés son,agenda
son agenda,et le
agenda et le,roman
et le roman,qu’elle
avait en cours,Elle
en cours Elle,se
Elle se,contorsionna
se contorsionna,pour décrocher
l’appareil et le,porter
et le porter,à son
porter à son,oreille
à son oreille,lorsque
Madeline et Jonathan,se
et Jonathan se,percutèrent
se percutèrent,de plein
percutèrent de plein,fouet
Théière pomme,sandwich
pomme sandwich,bouteille
sandwich bouteille,de Coca
bouteille de Coca,verre
de Coca verre,de vin
verre de vin,:
tout vola,dans les
vola dans les,airs
dans les airs,avant de se
airs avant de se,retrouver
avant de se retrouver,sur le
retrouver sur le,sol
Surpris par le,choc
par le choc,Charly
choc Charly,luimême
Charly luimême,laissa
luimême laissa,tomber
laissa tomber,son
plateau et se,mit
et se mit,à pleurer
Quelle conne,!
conne,s’agaça
s’agaça,Jonathan
s’agaça Jonathan,en se
Jonathan en se,relevant
en se relevant,avec
relevant avec,difficulté
Pouvez,pas
Pouvez pas,regarder
pas regarder,où
regarder où,vous
où vous,foutez
vous foutez,les
foutez les,pieds
les pieds,!
pieds,criatil
Quel abruti,!
abruti,s’irrita
s’irrita,Madeline
s’irrita Madeline,en reprenant
Madeline en reprenant,ses
en reprenant ses,esprits
Ah,!
Ah,parce
parce,que
parce que,c’est
que c’est,ma
c’est ma,faute
ma faute,en plus
faute en plus,?
en plus,Faut
Faut,pas
Faut pas,inverser
les rôles,mon
rôles mon,vieux
mon vieux,!
vieux,lui
lui,tintelle
lui tintelle,tête
tintelle tête,avant de récupérer
le sol,son
sol son,téléphone
son téléphone,son
téléphone son,sac
son sac,et ses
sac et ses,clés
Jonathan se,pencha
se pencha,vers son
pencha vers son,fils
vers son fils,pour le
fils pour le,rassurer
pour le rassurer,ramassant
rassurer ramassant,le
ramassant le,sandwich
le sandwich,protégé
par un emballage,en plastique
emballage en plastique,ainsi
que la bouteille,d’eau
la bouteille d’eau,et son
d’eau et son,portable
J’avais vu,cette
vu cette,table
cette table,en premier
table en premier,!
en premier,s’indignatil
s’indignatil,Nous
étions pratiquement,assis
pratiquement assis,lorsque
assis lorsque,vous
lorsque vous,avez
vous avez,déboulé
avez déboulé,comme
une avalanche,sans même
Vous plaisantez,?
plaisantez,J’ai
J’ai,repéré
J’ai repéré,cette
repéré cette,table
cette table,bien
table bien,avant vous
bien avant vous,!
La colère,de la jeune
colère de la jeune,femme
de la jeune femme,soulignait
femme soulignait,un
soulignait un,accent
un accent,anglais
Quoi qu’il,en soit
qu’il en soit,vous
en soit vous,êtes
vous êtes,seule
êtes seule,alors
seule alors,que
alors que,je
que je,suis
je suis,avec
La belle,excuse
belle excuse,!
excuse,Je
Je,ne
Je ne,vois
ne vois,pas
vois pas,en quoi
pas en quoi,le
en quoi le,fait
le fait,d’avoir
fait d’avoir,un
mioche vous,donne
vous donne,le
donne le,droit
le droit,de me
droit de me,rentrer
de me rentrer,dedans
bousiller mon,chemisier
mon chemisier,!
chemisier,déploratelle
déploratelle,en découvrant
tache de vin,qui
de vin qui,maculait
qui maculait,son
maculait son,cachecœur
Consterné Jonathan,secoua
Jonathan secoua,la tête
secoua la tête,et leva
la tête et leva,les
et leva les,yeux
les yeux,au ciel
Il ouvrit,la bouche
ouvrit la bouche,pour protester
la bouche pour protester,mais
pour protester mais,Madeline
mais Madeline,le
Madeline le,prit
Et puis,d’abord
puis d’abord,je
d’abord je,ne
je ne,suis
ne suis,pas
suis pas,seule
pas seule,!
seule,assuratelle
Jonathan haussa,les
haussa les,épaules
les épaules,et prit
épaules et prit,la main
et prit la main,de Charly
Viens,on
Viens on,va
on va,ailleurs
va ailleurs,Pauvre
ailleurs Pauvre,gourde
Pauvre gourde,lançatil
gourde lançatil,en quittant
lançatil en quittant,le
en quittant le,restaurant
Le vol,Delta
vol Delta,4565
Delta 4565,quitta
4565 quitta,New
quitta New,York
New York,pour San
Francisco à 17,heuresTout
à 17 heuresTout,à la joie
heuresTout à la joie,de retrouver
à la joie de retrouver,son
fils Jonathan,ne
Jonathan ne,vit
ne vit,pas
vit pas,le
pas le,temps
le temps,passer
temps passer,Depuis
séparation de ses,parents
de ses parents,Charly
parents Charly,avait
Charly avait,une
avait une,peur
phobique de l’avion,Impossible
de l’avion Impossible,pour lui
Impossible pour lui,de voyager
tout seul,ou
seul ou,de trouver
ou de trouver,le
de trouver le,sommeil
le sommeil,pendant un
sommeil pendant un,vol
Les sept,heures
sept heures,que
heures que,durait
que durait,le
durait le,trajet
le trajet,furent
trajet furent,donc
consacrées à échanger,des anecdotes
à échanger des anecdotes,à se
des anecdotes à se,raconter
des histoires drôles,et à visionner
drôles et à visionner,pour la vingtième
fois l’intégralité,du
l’intégralité du,film
du film,La
film La,Belle
La Belle,et le
Belle et le,Clochard
l’écran d’un,ordinateur
d’un ordinateur,portable
ordinateur portable,tout
portable tout,en se
tout en se,délectant
de petits pots,de crème
pots de crème,glacée
de crème glacée,HäagenDazs
glacée HäagenDazs,Ce
genre de douceurs,était
de douceurs était,réservé
était réservé,à la classe
réservé à la classe,affaires
mais une,hôtesse
une hôtesse,compréhensive
hôtesse compréhensive,qui
compréhensive qui,avait
qui avait,craqué
devant la bouille de Charly,et le
de Charly et le,charme
et le charme,maladroit
son papa,se
papa se,fit
se fit,un
fit un,plaisir
un plaisir,de transgresser
plaisir de transgresser,les
de transgresser les,règles
Madeline regarda,sa
regarda sa,montre
sa montre,en écrasant
montre en écrasant,un
bâillement Six,heures
Six heures,et demie
heures et demie,du
et demie du,matin
du matin,Le
matin Le,vol
n’avait duré,qu’un
duré qu’un,peu
qu’un peu,plus
peu plus,de sept
plus de sept,heures
de sept heures,mais
avec le,décalage
le décalage,horaire
décalage horaire,l’avion
horaire l’avion,avait
l’avion avait,atterri
samedi matin,à Paris
matin à Paris,Roissy
à Paris Roissy,s’éveillait
Roissy s’éveillait,à vitesse
accélérée Comme,à New
Comme à New,York
à New York,les
York les,vacanciers
Noël avaient,pris
avaient pris,possession
pris possession,de l’aéroport
Tu,es
Tu es,certaine
es certaine,de vouloir
certaine de vouloir,aller
de vouloir aller,travailler
aller travailler,aujourd’hui
travailler aujourd’hui,?
aujourd’hui,demanda
demanda,Raphaël
demanda Raphaël,devant le
Raphaël devant le,tapis
Bien,sûr
Bien sûr,chéri
sûr chéri,!
chéri,ditelle
ditelle,en allumant
ditelle en allumant,son
en allumant son,téléphone
son téléphone,pour consulter
téléphone pour consulter,son
pour consulter son,courrier
son courrier,Je
courrier Je,te
Je te,parie
te parie,que
j’ai déjà,plusieurs
déjà plusieurs,commandes
plusieurs commandes,en attente
Elle écouta,d’abord
écouta d’abord,son
d’abord son,répondeur
son répondeur,où
répondeur où,une
où une,voix
traînante et endormie,qui
et endormie qui,lui
qui lui,était
lui était,totalement
inconnue avait,laissé
avait laissé,un
laissé un,message
un message,:
Salut Jon’,c’est
Jon’ c’est,Marcus
c’est Marcus,Euh
Marcus Euh,j’ai
Euh j’ai,eu
j’ai eu,un
eu un,p’tit
souci avec,la 4L
avec la 4L,:
la 4L,une
une,fuite
une fuite,d’huile
fuite d’huile,qui
d’huile qui,bon
qui bon,je
bon je,t’expliquerai
je t’expliquerai,plus
t’expliquerai plus,tard
plus tard,Enfin
tard Enfin,tout
Enfin tout,ça
tout ça,pour te
ça pour te,dire
pour te dire,que
dire que,je
risque d’être,un
d’être un,peu
un peu,en retard
peu en retard,S’cuse
en retard S’cuse,»
Qui est,donc
est donc,cet
donc cet,hurluberlu
cet hurluberlu,?
hurluberlu,se
se,demandatelle
en raccrochant Quelqu’un,qui
Quelqu’un qui,aurait
qui aurait,composé
aurait composé,un
faux numéro,?
numéro,Hum
Quels canards,?
canards,Les
Les,cuisses
Les cuisses,de canard
cuisses de canard,et la roquette
de canard et la roquette,que
et la roquette que,nous
que nous,livre
nous livre,Bob
Woodmark tous,les
tous les,vendredis
les vendredis,!
Ah,je
je,me
je me,disais
me disais,bien
disais bien,que
bien que,j’avais
que j’avais,oublié
j’avais oublié,un
oublié un,truc
un truc,!
truc,Bougre
Bougre,de grande
Bougre de grande,bourrique
de grande bourrique,!
bourrique,s’énerva
s’énerva,Jonathan
Comment peuxtu,oublier
peuxtu oublier,la seule
oublier la seule,chose
la seule chose,à laquelle
chose à laquelle,je
à laquelle je,t’avais
je t’avais,demandé
t’avais demandé,de penser
demandé de penser,?
Ce n’est,pas
n’est pas,dramatique
pas dramatique,non
dramatique non,plus
non plus,maugréa
plus maugréa,Marcus
Si justement,!
justement,Même
Même,si
Même si,Woodmark
si Woodmark,est
Woodmark est,imbuvable
est imbuvable,sa
ferme nous,fournit
nous fournit,nos
fournit nos,meilleurs
nos meilleurs,produits
meilleurs produits,Si
produits Si,tu
Si tu,lui
tu lui,as
lui as,posé
un lapin,il
lapin il,va
il va,nous
va nous,prendre
nous prendre,en grippe
prendre en grippe,et ne
en grippe et ne,voudra
et ne voudra,plus
nous comme,clients
comme clients,Fais
clients Fais,un
Fais un,détour
un détour,par le
détour par le,restaurant
par le restaurant,:
restaurant,je
je,te
parie qu’il,a
qu’il a,laissé
a laissé,sa
laissé sa,cargaison
sa cargaison,dans l’arrièrecour
Je peux,voir
peux voir,ça
voir ça,tout
ça tout,seul
tout seul,assura
seul assura,Marcus
assura Marcus,Je
Marcus Je,vous
Je vous,ramène
vous ramène,d’abord
ramène d’abord,à la mais
Non,le
le,coupa
le coupa,Jonathan
coupa Jonathan,Tu
Jonathan Tu,n’es
Tu n’es,qu’un
n’es qu’un,traînesavates
qui on,ne
on ne,peut
ne peut,pas
peut pas,compter
pas compter,donc
compter donc,je
donc je,vais
je vais,prendre
vais prendre,les
prendre les,choses
Mais le,petit
le petit,est
petit est,crevé
est crevé,!
Non non,!
non,se
se,réjouit
se réjouit,Charly
réjouit Charly,Je
Charly Je,veux
Je veux,aller
veux aller,au restaurant
moi aussi,!
Comme ça,c’est
ça c’est,réglé
c’est réglé,trancha
réglé trancha,Jonathan
trancha Jonathan,Prends
Jonathan Prends,l’embranchement
Prends l’embranchement,au niveau
l’embranchement au niveau,de la 3e
au niveau de la 3e,Rue
de la 3e Rue,ordonnatil
essuyant avec,sa
avec sa,manche
sa manche,la buée
manche la buée,qui
la buée qui,se
qui se,condensait
se condensait,sur le
Mais la vieille,4L
la vieille 4L,n’aimait
4L n’aimait,pas
n’aimait pas,être
pas être,bousculée
être bousculée,dans son
itinéraire Ses,pneus
Ses pneus,étroits
pneus étroits,manquaient
étroits manquaient,d’adhérence
manquaient d’adhérence,et le
changement brutal,de direction
brutal de direction,faillit
de direction faillit,provoquer
faillit provoquer,un
provoquer un,accident
Tu vois,bien
vois bien,que
bien que,tu
que tu,ne
tu ne,contrôles
ne contrôles,pas
contrôles pas,ce
pas ce,tas
ce tas,de boue
tas de boue,!
de boue,cria
Jonathan Putain,tu
Putain tu,vas
tu vas,nous
vas nous,tuer
nous tuer,!
Je fais,ce
fais ce,que
ce que,je
que je,peux
je peux,!
peux,assura
assura,Marcus
assura Marcus,en redressant
Marcus en redressant,le
volant dans un,concert
dans un concert,de klaxons
concert de klaxons,exaspérés
Tout en remontant,Kearney
en remontant Kearney,Street
Kearney Street,le
Street le,tacot
le tacot,retrouva
tacot retrouva,un
C’est parce,que
parce que,tu
que tu,as
tu as,revu
as revu,ma
revu ma,sœur
ma sœur,que
sœur que,tu
que tu,es
tu es,dans cet
étatlà,demanda
demanda,Marcus
demanda Marcus,après un
Marcus après un,long
après un long,silence
Francesca n’est,que
n’est que,ta
que ta,demisœur
ta demisœur,corrigea
demisœur corrigea,Jonathan
Comment vatelle,?
Jonathan lui,jeta
lui jeta,un
jeta un,regard
un regard,hostile
Si tu,crois
tu crois,qu’on
crois qu’on,a
qu’on a,fait
a fait,la causette
Marcus savait,que
savait que,le
que le,sujet
le sujet,était
sujet était,sensible
était sensible,et n’insista
sensible et n’insista,pas
et n’insista pas,Il
se concentra,sur sa
concentra sur sa,conduite
sur sa conduite,pour rejoindre
conduite pour rejoindre,Columbus
Avenue et garer,sa
et garer sa,«
sa,titine
titine,»
titine,devant une
devant une,brasserie
devant une brasserie,portant
l’enseigne French,Touch
French Touch,à l’angle
Touch à l’angle,d’Union
à l’angle d’Union,Street
Comme Jonathan,l’avait
Jonathan l’avait,deviné
l’avait deviné,Bob
deviné Bob,Woodmark
Bob Woodmark,avait
laissé sa,cargaison
sa cargaison,à l’arrière
cargaison à l’arrière,du
à l’arrière du,restaurant
du restaurant,Les
restaurant Les,deux
hommes empoignèrent,les
empoignèrent les,cageots
les cageots,pour les
cageots pour les,entreposer
la chambre froide,avant de vérifier
froide avant de vérifier,que
avant de vérifier que,tout
que tout,était
tout était,en ordre
French Touch,était
Touch était,un
était un,bout
un bout,de l’Hexagone
bout de l’Hexagone,au cœur
North Beach,le
Beach le,quartier
le quartier,italien
quartier italien,de San
italien de San,Francisco
de San Francisco,Petit
Francisco Petit,mais
chaleureux l’endroit,reproduisait
l’endroit reproduisait,l’intérieur
reproduisait l’intérieur,d’un
l’intérieur d’un,bistrot
français des années,1930
des années 1930,:
1930,boiseries
boiseries,moulures
boiseries moulures,sol
mosaïque immenses,miroirs
immenses miroirs,Belle
miroirs Belle,Époque
Belle Époque,vieilles
Époque vieilles,affiches
de Joséphine Baker,Maurice
Baker Maurice,Chevalier
Maurice Chevalier,et Mistinguett
L’établissement proposait,une
proposait une,cuisine
une cuisine,française
cuisine française,traditionnelle
française traditionnelle,sans prétention
traditionnelle sans prétention,sans chichis
sans prétention sans chichis,Sur
sans chichis Sur,l’ardoise
Sur l’ardoise,accrochée
au mur on,pouvait
on pouvait,lire
pouvait lire,:
lire,feuilleté
feuilleté,d’escargots
feuilleté d’escargots,au miel
magret de canard,à l’orange
de canard à l’orange,tarte
à l’orange tarte,tropézienne
Je peux,avoir
peux avoir,une
avoir une,glace
une glace,papa
glace papa,?
papa,demanda
demanda,Charly
demanda Charly,en s’installant
Charly en s’installant,devant le
en s’installant devant le,zinc
devant le zinc,rutilant
zinc rutilant,qui
rutilant qui,trônait
qui trônait,le
trônait le,long
le long,de la salle
Non chériTu,en as
chériTu en as,mangé
en as mangé,des kilos
mangé des kilos,dans l’avion
des kilos dans l’avion,Et
dans l’avion Et,puis
il est,très
est très,tard
très tard,tu
tard tu,devrais
tu devrais,déjà
devrais déjà,être
déjà être,au lit
être au lit,depuis longtemps
Mais c’est,les
c’est les,vacances
Allez Jon’,sois
Jon’ sois,cool
sois cool,!
cool,demanda
demanda,Marcus
Ah non,tu
non tu,ne
tu ne,vas
ne vas,pas
vas pas,t’y
pas t’y,mettre
t’y mettre,toi
mettre toi,aussi
toi aussi,!
Mais c’est,Noël
c’est Noël,!
Deux gosses,!
gosses,ne
ne,put
ne put,s’empêcher
put s’empêcher,de sourire
s’empêcher de sourire,Jonathan
Il prit,place
prit place,au bout
place au bout,du
au bout du,restaurant
du restaurant,derrière le
restaurant derrière le,comptoir
la cuisine ouverte,qui
ouverte qui,permettait
qui permettait,aux convives
permettait aux convives,de suivre
partie la préparation,des plats
Qu’estce qui,te
qui te,ferait
te ferait,plaisir
ferait plaisir,?
plaisir,demandatil
demandatil,à son
demandatil à son,fils
Une Dame,blanche
Dame blanche,!
blanche,s’enthousiasma
s’enthousiasma,le
s’enthousiasma le,gamin
Avec dextérité,le
dextérité le,cuistot
le cuistot,cassa
cuistot cassa,quelques
cassa quelques,carrés
chocolat noir,dans une
noir dans une,petite
dans une petite,jatte
petite jatte,pour les
jatte pour les,faire
pour les faire,fondre
Et pour toi,?
pour toi,demandatil
demandatil,à Marcus
On pourrait,ouvrir
pourrait ouvrir,une
ouvrir une,bouteille
une bouteille,de vin
Si tu,veux
Un large,sourire
large sourire,éclaira
sourire éclaira,le
éclaira le,visage
le visage,de Marcus
visage de Marcus,Il
de Marcus Il,quitta
Il quitta,son
siège avec,entrain
avec entrain,pour rejoindre
entrain pour rejoindre,son
pour rejoindre son,lieu
son lieu,de prédilection
lieu de prédilection,:
cave du,restaurant
Pendant ce,temps
ce temps,sous le
temps sous le,regard
sous le regard,gourmand
regard gourmand,de Charly
Jonathan disposa,dans une
disposa dans une,coupe
dans une coupe,deux
coupe deux,boules
deux boules,de glace
vanille accompagnées,d’une
accompagnées d’une,meringue
d’une meringue,Une
meringue Une,fois
Une fois,le
fois le,chocolat
fondu il,y
il y,incorpora
y incorpora,une
incorpora une,cuillerée
une cuillerée,de crème
cuillerée de crème,fleurette
de crème fleurette,Il
versa le,chocolat
le chocolat,chaud
chocolat chaud,sur la crème
chaud sur la crème,glacée
sur la crème glacée,et recouvrit
glacée et recouvrit,le
tout de chantilly,et d’amandes
de chantilly et d’amandes,grillées
Enjoy,ditil
ditil,en piquant
ditil en piquant,une
en piquant une,petite
une petite,ombrelle
petite ombrelle,sur le
ombrelle sur le,dôme
Le père,et le
père et le,fils
et le fils,s’installèrent
fils s’installèrent,à une
s’installèrent à une,table
à une table,assis
table assis,côte
assis côte,à côte
sur une banquette,moelleuse
banquette moelleuse,Des
moelleuse Des,étoiles
Des étoiles,dans les
étoiles dans les,yeux
Charly s’arma,d’une
s’arma d’une,longue
d’une longue,cuillère
longue cuillère,et commença
cuillère et commença,sa
et commença sa,dégustation
Vise un,peu
un peu,cette
peu cette,merveille
cette merveille,!
merveille,s’enflamma
s’enflamma,Marcus
Un screaming,eagle
screaming eagle,1997
eagle 1997,!
1997,Tu
Tu,délires
Tu délires,ou
délires ou,quoi
ou quoi,?
quoi,Ce
Ce,genre
de bouteille est,réservé
est réservé,aux clients
réservé aux clients,!
Allez,Ce
Ce,sera
Ce sera,mon
sera mon,cadeau
mon cadeau,de Noël
cadeau de Noël,imploratil
Après une,résistance
une résistance,purement
résistance purement,formelle
purement formelle,Jonathan
formelle Jonathan,accepta
d’ouvrir le,grand
le grand,cru
grand cru,À
cru À,tout
À tout,prendre
tout prendre,mieux
prendre mieux,valait
mieux valait,que
Marcus boive,quelques
boive quelques,verres
quelques verres,au restaurant
verres au restaurant,Il
au restaurant Il,pourrait
moins garder,l’œil
garder l’œil,sur lui
l’œil sur lui,Dans
sur lui Dans,le
Dans le,cas
le cas,contraire
cas contraire,le
contraire le,Canadien
risquait d’entamer,une
d’entamer une,tournée
une tournée,des bars
tournée des bars,et
des bars et,lorsqu’il
et lorsqu’il,était
sous l’emprise de l’alcool,les
de l’alcool les,catastrophes
les catastrophes,avaient
catastrophes avaient,vite
avaient vite,fait
de s’enchaîner À,plusieurs
À plusieurs,reprises
plusieurs reprises,certains
reprises certains,de ses
certains de ses,compagnons
de ses compagnons,de beuverie
compagnons de beuverie,avaient
de beuverie avaient,profité
avaient profité,de sa
profité de sa,gentillesse
de sa gentillesse,et de sa
crédulité pour le,plumer
pour le plumer,au poker
plumer au poker,et lui
au poker et lui,faire
et lui faire,signer
reconnaissances de dette,fantaisistes
de dette fantaisistes,que
fantaisistes que,Jonathan
que Jonathan,avait
Jonathan avait,eu
ensuite toutes,les
toutes les,peines
les peines,du
peines du,monde
du monde,à récupérer
Admire la couleur,de ce
la couleur de ce,nectar
de ce nectar,!
nectar,s’extasia
s’extasia,Marcus
versant le,vin
le vin,dans une
vin dans une,carafe
dans une carafe,pour le
carafe pour le,faire
pour le faire,décanter
Enfant illégitime,du
illégitime du,père
du père,de Francesca
père de Francesca,et d’une
de Francesca et d’une,chanteuse
de country québécoise,Marcus
québécoise Marcus,n’avait
Marcus n’avait,pas
n’avait pas,touché
pas touché,un
centime lors du,décès
lors du décès,de son
décès de son,géniteur
de son géniteur,un
géniteur un,riche
un riche,homme
riche homme,d’affaires
homme d’affaires,newyorkais
d’affaires newyorkais,Sa
newyorkais Sa,mère
Sa mère,était
mère était,morte
était morte,depuis peu
morte depuis peu,et il
depuis peu et il,n’entretenait
et il n’entretenait,que
n’entretenait que,des relations
que des relations,très
des relations très,lointaines
très lointaines,avec
lointaines avec,sa
avec sa,demisœur
Fauché comme,les
comme les,blés
les blés,il
blés il,vivait
il vivait,dans une
vivait dans une,bulle
dans une bulle,d’insouciance
bulle d’insouciance,indifférent
d’insouciance indifférent,à son
indifférent à son,apparence
à son apparence,physique
apparence physique,ignorant
physique ignorant,le
BABA de la bienséance,et des règles
de la bienséance et des règles,de vie
et des règles de vie,en société
de vie en société,Il
dormait douze,heures
douze heures,par jour
heures par jour,donnait
par jour donnait,ponctuellement
donnait ponctuellement,un
coup de main,au restaurant
de main au restaurant,mais
au restaurant mais,les
mais les,contraintes
les contraintes,de l’existence
contraintes de l’existence,et les
de l’existence et les,horaires
et les horaires,de travail
horaires de travail,semblaient
de travail semblaient,ne
semblaient ne,pas
ne pas,avoir
prise sur lui,Gentiment
sur lui Gentiment,foldingue
Gentiment foldingue,aussi
foldingue aussi,simplet
aussi simplet,qu’attachant
simplet qu’attachant,il
qu’attachant il,avait
il avait,quelque
avait quelque,chose
quelque chose,de pathétique
chose de pathétique,et de désarmant
même si,les
si les,conséquences
les conséquences,de son
conséquences de son,irresponsabilité
de son irresponsabilité,étaient
épuisantes à gérer,au quotidien
Tout le,temps
le temps,qu’avait
temps qu’avait,duré
qu’avait duré,son
duré son,mariage
son mariage,Jonathan
mariage Jonathan,n’avait
